Date,Regime_droit_commun,Regime_derogatoire,Inscriptions_hypotheques,pourcentage_droit_commun,pourcentage_regime_derogatoire,pourcentage_inscriptions_hypotheques
2016-03-31,284955520.63492066,92171212.12121212,108311428.57142857,58.70068390495569,18.987220095994335,22.312095999049973
2016-04-30,310619081.5555556,169780303.03030303,112463645.71428572,52.39305972549862,28.63735708808654,18.969583186414845
2016-05-31,276785111.1111111,129640303.03030303,65250000.0,58.68126741669166,27.485066879367864,13.833665703940474
2016-06-30,332062426.66666675,122683030.3030303,89328142.85714285,61.032629918516704,22.54897689247854,16.41839318900475
2016-07-31,416622088.8888889,148907575.75757575,86896428.57142857,63.857361503435165,22.82366957813328,13.31896891843157
2016-08-31,436872633.0555555,140171515.15151516,144148857.14285713,60.576382440589796,19.436061374930137,19.987556184480063
2016-09-30,370034977.7777778,123366515.15151516,68576857.14285713,65.845059285695,21.952182879585425,12.202757834719584
2016-10-31,368490977.4461028,135340606.06060606,91944571.42857143,61.8505749841788,22.716687289256857,15.43273772656434
2016-11-30,324969266.6666667,229512557.57575756,73288714.28571428,51.765612866858135,36.55994403844903,11.674443094692833
2016-12-31,370017865.8008658,459459393.93939394,84620000.0,40.47904770067971,50.263731681019266,9.257220618301025
2017-01-31,316054200.0,328228636.3636364,102930714.28571428,42.29770722510848,43.927018732248094,13.775274042643426
2017-02-28,397257022.2222222,186401212.12121212,102409571.42857143,57.90346360520504,27.169502861522847,14.927033533272105
2017-03-31,407443539.17748916,172125909.0909091,97113142.85714285,60.211913904830816,25.436727846745438,14.351358248423743
2017-04-30,356890466.6666667,144303484.84848484,109191285.71428572,58.469708128362775,23.641378599437314,17.888913272199915
2017-05-31,458841853.5555556,208929090.9090909,113256428.57142857,58.74849837489141,26.750546539351657,14.500955085756942
2017-06-30,406559088.8888889,178186363.63636363,131736857.14285713,56.743772093579814,24.869611047187398,18.38661685923279
2017-07-31,512731066.6666667,215160303.03030303,102564714.28571428,61.74090075994406,25.90869128183657,12.350407958219362
2017-08-31,566336805.5555556,230388636.36363637,156673571.42857143,59.40186612601178,24.164975329127955,16.433158544860262
2017-09-30,378676866.6666667,128863030.3030303,81198000.0,64.32011063255159,21.888013488906257,13.791875878542154
2017-10-31,463805944.4444445,189314242.42424244,80885285.71428572,63.18834964708188,25.791938820025923,11.019711532892199
2017-11-30,383698844.4444445,257762727.27272728,94370571.42857143,52.1448876647465,35.030098871567404,12.825013463686084
2017-12-31,412840022.2222222,230468181.8181818,118253428.57142857,54.2096666301789,30.262577833362474,15.52775553645863
2018-01-31,389645977.7777778,445978030.3030303,131563000.0,40.286519000183155,46.11083757090428,13.602643428912556
2018-02-28,350294155.5555556,163321515.15151516,89271000.0,58.10281974632605,27.08991972902142,14.807260524652536
2018-03-31,372585555.5555556,151738333.33333334,83315142.85714285,61.31692272712348,24.971788414795867,13.711288858080659
2018-04-30,344953045.4574315,161641212.12121212,72065285.71428572,59.61243523167978,27.933733055083486,12.45383171323674
2018-05-31,362125355.5555556,173642575.75757575,111367000.0,55.958245805206396,26.832514728455408,17.2092394663382
2018-06-30,353671222.2222222,147965757.57575756,95688285.71428572,59.209151636824565,24.771387737778394,16.019460625397045
2018-07-31,512810466.6666667,261672424.24242425,79374142.85714285,60.058118208002284,30.64592945826386,9.295952333733853
2018-08-31,479839773.7777778,195390606.06060606,90134000.0,62.69429129679407,25.529095840841876,11.776612862364056
2018-09-30,468649707.5555556,159978181.8181818,58262000.0,68.22777781499167,23.29022224567023,8.481999939338108
2018-10-31,485245574.2222222,196724090.9090909,104638714.28571428,61.68833016778289,25.00915271902995,13.302517113187164
2018-11-30,412375828.7676768,192488787.87878788,102221714.28571428,58.32043567070884,27.222812753998877,14.456751575292298
2018-12-31,359630554.3088023,254960454.54545456,83658428.57142857,51.50459635666771,36.514237016136505,11.98116662719579
2019-01-31,456586735.6421356,438713333.3333333,155807428.57142857,43.43863369900128,41.73819845802776,14.82316784297097
2019-02-28,397757604.7215007,185784848.4848485,82214000.0,59.7452120525247,27.905827662667065,12.34896028480824
2019-03-31,409308263.1111111,218299848.4848485,91829142.85714285,56.892836807882105,30.343139326416225,12.76402386570167
2019-04-30,410779910.1789322,169565454.54545453,88701142.85714285,61.397810992814264,25.344344918322648,13.257844088863106
2019-05-31,405576715.44011545,230625757.57575756,70890000.0,57.35836979147294,32.61606739951543,10.025562809011635
2019-06-30,424412316.25207293,173220219.6969697,71372285.71428572,63.43935088492611,25.892222908991453,10.668426206082456
2019-07-31,740148244.4444444,332821818.1818182,117031285.71428572,62.19726099273567,27.96818832566339,9.834550681600936
2019-08-31,560202844.4444444,259785303.03030303,70711285.71428572,62.89471212962505,29.16643857066077,7.938849299714179
2019-09-30,479116567.5555556,168913333.33333334,70806000.0,66.65173052195858,23.498177139519694,9.850092338521716
2019-10-31,631509311.1111112,249432727.27272728,80955000.0,65.65248523606657,25.931333325635304,8.416181438298125
2019-11-30,465490644.4444445,181840303.03030303,147924142.85714287,58.53350077271149,22.86565722633905,18.600842000949463
2019-12-31,477360333.3333334,235468484.84848484,72498428.57142857,60.78489385245054,29.983485969953882,9.231620177595582
2020-01-31,576439355.5555556,539959848.4848485,133047428.57142857,46.13557238139669,43.21591930310149,10.648508315501827
2020-02-29,435841111.1111111,168469090.9090909,105612428.57142857,61.39276201800931,23.730626923203342,14.876611058787347
2020-03-31,410324806.55988455,114249090.9090909,84234142.85714285,67.39805971354899,18.76602859053758,13.835911695913447
2020-04-30,304003765.3333333,110724696.96969697,66381428.57142857,63.18800987042279,23.014429565861818,13.797560563715408
2020-05-31,275217733.3333334,83417727.27272727,46759428.57142857,67.88880192637015,20.576906492821003,11.534291580808867
2020-06-30,547395244.4444444,196188030.3030303,77767142.85714285,66.64576199289766,23.88603281839098,9.468205188711366
2020-07-31,574161822.2222222,297612575.75757575,92314285.71428572,59.55487621970784,30.86983394693715,9.575289833355008
2020-08-31,400829222.2222222,194310000.0,70612428.57142857,60.20701890027441,29.186559247485256,10.60642185224034
