,date_mutation,valeur_fonciere,code_voie,code_postal,code_com,no_plan,nb_lot,surface_reel_bati,nb_piece_prin,surf_terrain,tt_surf_carez,vente,vente_etat_futur_achev,appartement,dependance,local_indus_com,maison,PE
11094,2023-09-28,1230000.0,0338,31300.0,555,92,3,121,5,0,0.0,3,1,1,1,0,0,37797.715318282346
11095,2023-02-10,215000.0,3960,31400.0,555,112,2,20,1,0,20.64,2,0,1,1,0,0,6606.9177182363455
11096,2023-12-08,525000.0,B018,31220.0,286,428,0,0,0,901,0.0,3,0,0,0,0,0,16133.17117243759
11097,2023-08-04,1398381.0,1450,31830.0,424,236,0,162,7,2112,0.0,3,0,0,1,0,1,42972.03816625609
11098,2023-10-12,204000.0,0334,31270.0,157,519,2,45,2,0,45.05,2,0,1,1,0,0,6268.889369861463
11099,2023-12-08,593294.7,B014,31290.0,560,524,0,0,0,50332,0.0,7,0,0,0,0,0,18231.85704914287
11100,2023-12-08,425994.66,B016,31570.0,29,44,0,0,0,53380,0.0,2,0,0,0,0,0,13090.751939665433
11101,2023-12-08,1766473.2,B011,31570.0,551,57,0,0,0,120204,0.0,5,0,0,0,0,0,54283.45620404492
11102,2023-12-08,23000.0,B010,31220.0,292,440,0,0,0,2350,0.0,1,0,0,0,0,0,706.7865466020278
11103,2023-12-08,2013178.6,B013,31840.0,32,599,0,0,0,52454,0.0,6,0,0,0,0,0,61864.676103787184
11104,2023-09-20,220000.0,B101,31530.0,553,58,0,80,3,445,0.0,1,0,0,0,0,1,6760.566967497656
11105,2023-09-20,90000.0,B103,31160.0,544,509,0,49,3,308,0.0,3,0,0,1,0,1,2765.686486703587
11106,2023-10-05,14000.0,B159,31220.0,324,179,0,0,0,350,0.0,1,0,0,0,0,0,430.21789793166903
11107,2023-09-07,840000.0,0138,31470.0,188,67,0,364,12,7500,0.0,6,0,0,1,0,1,25813.073875900143
11108,2023-04-25,12000.0,5809,31200.0,555,271,1,0,0,0,0.0,1,0,0,1,0,0,368.7581982271449
11109,2023-05-05,762000.0,1988,31000.0,555,135,3,59,3,0,56.48,3,0,1,1,0,0,23416.1455874237
11110,2023-07-25,301410.0,0480,31500.0,555,7,4,77,4,0,0.0,2,0,1,1,0,0,9262.284043970312
11111,2023-09-28,720000.0,0329,31130.0,44,517,3,83,4,0,82.11,3,0,1,1,0,0,22125.491893628696
11112,2023-04-12,18000.0,2458,31500.0,555,30,1,0,0,0,0.0,1,0,0,1,0,0,553.1372973407173
11113,2023-03-08,840000.0,B082,31360.0,314,21,0,220,6,2924,0.0,4,0,0,1,0,1,25813.073875900143
11114,2023-07-25,1870000.0,0486,31650.0,506,47,0,296,12,2186,0.0,4,0,0,1,0,1,57464.81922373008
11115,2023-10-25,173000.0,3796,31300.0,555,438,1,41,2,0,41.94,1,0,1,0,0,0,5316.264024441338
11116,2023-05-05,323800.0,1980,31500.0,555,47,2,0,0,0,0.0,2,1,0,0,0,0,9950.325382162458
11117,2023-10-19,99000.0,3196,31000.0,555,452,1,15,1,0,15.26,1,0,1,0,0,0,3042.255135373946
11118,2023-12-08,72700.0,B008,31230.0,7,110,0,0,0,10570,0.0,1,0,0,0,0,0,2234.060084259453
11119,2023-12-08,872400.0,B007,31230.0,7,31,0,0,0,66006,0.0,12,0,0,0,0,0,26808.721011113434
11120,2023-09-28,270000.0,0320,31770.0,149,180,4,83,4,0,0.0,2,0,1,1,0,0,8297.05946011076
11121,2023-12-08,62000.0,B004,31130.0,44,36,0,0,0,19383,0.0,2,0,0,0,0,0,1905.2506908402488
11122,2023-12-14,384750.0,7607,31300.0,555,126,5,49,2,0,49.15,3,0,1,1,0,0,11823.309730657835
11123,2023-12-08,30357.0,B006,31380.0,407,264,0,0,0,11820,0.0,1,0,0,0,0,0,932.8660519651197
11124,2023-09-01,489000.0,3652,31300.0,555,716,3,109,5,0,0.0,3,0,1,1,0,0,15026.896577756155
11125,2023-12-28,943384.0,,,424,27,4,0,0,0,0.0,4,1,0,0,0,0,28990.04867302641
11126,2023-07-27,180000.0,5433,31300.0,555,153,1,52,2,0,51.81,1,0,1,0,0,0,5531.372973407174
11127,2023-12-08,174000.0,B002,31260.0,315,319,0,0,0,838,0.0,2,0,0,0,0,0,5346.993874293601
11128,2023-08-04,978000.0,1460,31800.0,483,78,0,73,4,1232,0.0,2,0,0,0,0,1,30053.79315551231
11129,2023-12-08,3200.0,B001,31860.0,248,133,0,0,0,1388,0.0,2,0,0,0,0,0,98.33551952723865
11130,2023-08-18,470000.0,8471,31500.0,555,167,1,101,5,0,101.39,1,1,1,0,0,0,14443.029430563174
11131,2023-02-22,444000.0,3240,31300.0,555,214,3,56,2,0,0.0,3,0,1,1,0,0,13644.053334404363
11132,2023-04-25,906210.0,5816,31300.0,555,120,6,60,3,0,0.0,3,0,1,1,0,0,27847.697234618412
11133,2023-03-15,130000.0,0270,31620.0,587,1550,0,0,0,1185,0.0,1,0,0,0,0,0,3994.8804807940696
11134,2023-10-05,296000.0,B165,31310.0,455,451,0,0,0,330,0.0,2,0,0,0,0,0,9096.035556269575
11135,2023-12-29,54000.0,B224,31160.0,20,90,0,90,3,60,0.0,1,0,0,0,0,1,1659.411892022152
11136,2023-03-03,384400.0,0834,31320.0,113,120,2,0,0,0,0.0,2,1,0,0,0,0,11812.554283209542
11137,2023-09-28,130000.0,2975,31200.0,555,383,1,30,2,0,30.4,1,0,1,0,0,0,3994.8804807940696
11138,2023-12-15,1444000.0,0220,31840.0,32,407,3,0,0,1607,0.0,11,1,0,0,0,0,44373.903186666445
11139,2023-03-08,5000.0,B050,31800.0,344,1714,0,0,0,40,0.0,1,0,0,0,0,0,153.6492492613104
11140,2023-09-20,580000.0,B115,31380.0,407,318,0,150,3,256,0.0,2,0,0,0,0,1,17823.312914312006
11141,2023-02-10,374100.0,3940,31500.0,555,229,5,64,4,0,62.44,3,0,1,1,0,0,11496.036829731243
11142,2023-03-03,292520.0,0830,31770.0,149,190,2,88,4,0,81.85,2,0,1,1,0,0,8989.0956787837
11143,2023-03-08,427200.0,B059,31310.0,375,574,0,160,6,3886,0.0,2,0,0,1,0,1,13127.791856886359
11144,2023-07-04,437800.0,0295,31140.0,22,88,0,112,5,890,0.0,2,0,0,1,0,1,13453.528265320338
11145,2023-12-19,422374.0,5495,31100.0,555,320,2,0,0,0,0.0,2,1,0,0,0,0,12979.489601499341
11146,2023-05-11,1244000.0,2192,31000.0,555,625,2,170,5,0,151.95,2,0,1,1,0,0,38227.93321621402
11147,2023-12-08,454000.0,B032,31450.0,374,27,0,188,8,5400,0.0,2,0,0,0,0,1,13951.351832926983
11148,2023-09-01,296890.0,1000,31490.0,291,56,4,63,3,0,62.18,2,0,1,1,0,0,9123.385122638088
11149,2023-12-08,2593711.5,B034,31620.0,79,85,0,0,0,5126,0.0,5,0,0,0,0,0,79704.36495508545
11150,2023-12-15,226000.0,0215,31600.0,165,399,0,81,4,249,0.0,1,0,0,0,0,1,6944.946066611229
11151,2023-06-05,894069.0,0535,31130.0,44,58,3,94,5,0,92.98,3,0,0,1,0,1,27474.6061275621
11152,2023-09-07,252000.0,0116,31470.0,188,13,0,214,8,1400,0.0,2,0,0,0,0,1,7743.922162770043
11153,2023-03-15,1620000.0,0240,31560.0,100,12,0,212,8,6000,0.0,6,0,0,1,0,1,49782.35676066457
11154,2023-12-15,465700.0,0210,31150.0,182,132,0,174,8,561,0.0,2,0,0,0,0,1,14310.891076198448
11155,2023-03-15,73000.0,0243,31520.0,446,54,1,25,1,0,0.0,1,0,1,0,0,0,2243.279039215132
11156,2023-03-15,205000.0,0241,31140.0,364,331,0,70,3,276,0.0,1,0,0,0,0,1,6299.619219713725
11157,2023-09-28,690000.0,0305,31130.0,445,616,3,67,3,0,66.58,3,0,1,1,0,0,21203.596398060832
11158,2023-03-08,120000.0,B069,31230.0,239,26,0,0,0,3897,0.0,1,0,0,0,0,0,3687.5819822714493
11159,2023-05-11,210000.0,2175,31200.0,555,394,1,0,0,0,0.0,1,0,0,1,0,0,6453.268468975036
11160,2023-07-05,207630.0,1620,31250.0,451,7,0,0,0,800,0.0,1,0,0,0,0,0,6380.438724825175
11161,2023-12-08,161180.0,B026,31420.0,552,77,0,0,0,116735,0.0,11,0,0,0,0,0,4953.037199187601
11162,2023-02-03,130000.0,8100,31000.0,555,248,1,22,2,0,22.02,1,0,1,0,0,0,3994.8804807940696
11163,2023-12-08,92870.0,B027,31420.0,552,58,0,100,4,3830,0.0,2,0,0,0,0,1,2853.881155779579
11164,2023-09-19,215000.0,2192,31000.0,555,376,1,40,2,0,41.87,1,0,1,0,0,0,6606.9177182363455
11165,2023-12-08,1870298.6,B021,31570.0,551,60,0,0,0,62343,0.0,6,0,0,0,0,0,57473.995156895966
11166,2023-12-08,110000.0,B024,31440.0,548,818,1,64,4,158,0.0,2,0,0,0,0,1,3380.283483748828
11167,2023-12-08,3179652.0,B023,31570.0,551,10,0,0,0,165850,0.0,9,0,0,0,0,0,97710.2285424448
11168,2023-09-20,375000.0,B113,31250.0,451,440,0,0,0,9368,0.0,1,0,0,0,0,0,11523.693694598278
11169,2023-11-27,283200.0,1190,31650.0,506,131,4,40,2,0,40.8,2,0,1,1,0,0,8702.69347816062
11170,2023-12-15,597800.0,0200,31400.0,555,163,2,0,0,0,0.0,2,1,0,0,0,0,18370.304241682265
11171,2023-07-27,1193300.0,5416,31100.0,555,918,5,0,0,0,12.0,5,1,0,0,0,0,36669.92982870433
11172,2023-04-28,569250.0,B026,31840.0,32,153,0,0,0,900,0.0,2,0,0,0,0,0,17492.967028400184
11173,2023-04-20,140000.0,5340,31100.0,555,24,2,44,2,0,0.0,2,0,1,1,0,0,4302.17897931669
11174,2023-04-28,583738.0,B024,31220.0,406,332,0,0,0,744,0.0,2,0,0,0,0,0,17938.181093059757
11175,2023-04-28,400462.0,B025,31220.0,286,620,0,0,0,26059,0.0,15,0,0,0,0,0,12306.137131536576
11176,2023-04-28,300000.0,B028,31350.0,510,370,0,100,4,4947,0.0,2,0,0,0,0,1,9218.954955678622
11177,2023-10-17,296050.0,0800,31780.0,116,369,0,125,5,1059,0.0,1,0,0,0,0,1,9097.57204876219
11178,2023-02-27,100000.0,1010,31800.0,483,75,4,42,2,0,0.0,2,0,1,1,0,0,3072.9849852262073
11179,2023-04-11,90000.0,B128,31660.0,94,1713,0,0,0,2347,0.0,3,0,0,0,0,0,2765.686486703587
11180,2023-11-08,264000.0,1156,31300.0,555,715,4,58,3,0,59.02,2,0,1,1,0,0,8112.6803609971885
11181,2023-11-30,615000.0,8983,31100.0,555,416,3,0,0,0,0.0,3,1,0,0,0,0,18898.857659141173
11182,2023-11-30,683520.0,8982,31200.0,555,318,5,81,4,0,82.25,3,0,1,1,0,0,21004.466971018173
11183,2023-08-04,270000.0,1372,31300.0,555,421,4,93,0,0,91.01,1,0,0,0,1,0,8297.05946011076
11184,2023-04-11,2500.0,B120,31440.0,85,732,0,0,0,2400,0.0,1,0,0,0,0,0,76.8246246306552
11185,2023-04-28,560995.0,B022,31620.0,252,895,2,0,0,317,0.0,4,1,0,0,0,0,17239.29211786976
11186,2023-09-04,139500.0,7320,31000.0,555,70,1,33,1,0,23.89,1,0,1,0,0,0,4286.814054390559
11187,2023-04-28,180000.0,B023,31190.0,231,968,0,0,0,562,0.0,3,0,0,0,0,0,5531.372973407174
11188,2023-04-28,400000.0,B020,31840.0,32,511,0,0,0,388,0.0,1,0,0,0,0,0,12291.93994090483
11189,2023-11-29,487046.0,3896,31200.0,555,17,2,0,0,0,0.0,2,1,0,0,0,0,14966.850451144834
11190,2023-03-01,150000.0,0740,31200.0,555,492,0,68,1,265,0.0,1,0,0,0,0,1,4609.477477839311
11191,2023-09-22,1015702.0,1225,31650.0,506,120,0,262,10,1110,0.0,2,0,0,0,0,1,31212.369954642294
11192,2023-02-10,238000.0,1339,31200.0,555,522,2,42,2,0,41.44,2,0,1,1,0,0,7313.704264838374
11193,2023-09-18,29500.0,3488,31400.0,555,287,1,0,0,0,0.0,1,0,0,1,0,0,906.5305706417313
11194,2023-04-28,3300.0,B015,31190.0,442,286,0,0,0,8865,0.0,2,0,0,0,0,0,101.40850451246484
11195,2023-04-28,885000.0,B016,31530.0,507,670,0,234,12,7207,0.0,6,0,0,0,0,1,27195.917119251935
11196,2023-04-11,8640000.0,7137,31100.0,555,94,0,560,18,11622,0.0,12,0,1,1,0,0,265505.90272354434
11197,2023-06-14,160000.0,B174,31510.0,535,466,0,0,0,2830,0.0,2,0,0,0,0,0,4916.775976361932
11198,2023-04-28,175000.0,B017,31220.0,505,805,0,0,0,3213,0.0,1,0,0,0,0,0,5377.723724145863
11199,2023-02-09,4500.0,B224,31160.0,20,226,0,0,0,603,0.0,1,0,0,0,0,0,138.28432433517932
11200,2023-03-01,264000.0,0732,31400.0,555,158,2,33,2,0,0.0,2,0,1,1,0,0,8112.6803609971885
11201,2023-04-11,2500.0,B137,31160.0,85,668,0,0,0,1480,0.0,1,0,0,0,0,0,76.8246246306552
11202,2023-11-06,1.0,B119,31550.0,2,739,0,0,0,7,0.0,1,0,0,0,0,0,0.030729849852262077
11203,2023-04-28,486310.0,7020,31300.0,555,287,1,0,0,0,0.0,1,0,0,1,0,0,14944.23328165357
11204,2023-04-28,737700.0,B011,31110.0,500,73,12,78,3,0,77.25,3,0,1,1,0,0,22669.410236013733
11205,2023-04-28,400000.0,B012,31210.0,224,2295,0,0,0,1634,0.0,2,0,0,0,0,0,12291.93994090483
11206,2023-04-28,130000.0,B010,31390.0,416,1455,0,0,0,499,0.0,2,0,0,0,0,0,3994.8804807940696
11207,2023-04-28,3092000.0,B005,31570.0,480,34,0,428,10,19264,0.0,9,0,0,1,0,1,95016.69574319433
11208,2023-11-03,456000.0,3204,31500.0,555,17,6,68,4,0,0.0,3,0,1,1,0,0,14012.811532631507
11209,2023-02-22,541800.0,5960,31200.0,555,377,5,48,2,0,46.55,3,0,1,1,0,0,16649.432649955594
11210,2023-04-28,3664000.0,B006,31380.0,407,594,0,344,14,7280,0.0,8,0,0,1,0,1,112594.16985868824
11211,2023-02-27,257932.0,3650,31100.0,555,303,2,47,3,0,44.5,2,0,1,1,0,0,7926.211632093661
11212,2023-02-10,15000.0,3984,31300.0,555,220,1,0,0,0,0.0,1,1,0,0,0,0,460.94774778393116
11213,2023-08-03,743400.0,0095,31590.0,285,671,0,332,12,5551,0.0,2,0,0,0,0,1,22844.570380171626
11214,2023-02-07,825000.0,2340,31400.0,555,453,0,0,0,267,0.0,1,1,0,0,0,0,25352.12612811621
11215,2023-12-08,30357.0,B116,31380.0,407,125,0,0,0,18537,0.0,1,0,0,0,0,0,932.8660519651197
11216,2023-04-13,185000.0,1185,31470.0,187,224,0,0,0,1256,0.0,1,0,0,0,0,0,5685.022222668485
11217,2023-04-11,470000.0,B142,31120.0,433,199,2,0,0,0,0.0,2,1,0,0,0,0,14443.029430563174
11218,2023-06-21,293700.0,0388,31100.0,555,408,0,123,0,338,0.0,1,0,0,0,1,0,9025.356901609372
11219,2023-08-24,1500000.0,0163,31620.0,202,704,2,311,10,2496,128.7,5,0,1,1,0,1,46094.77477839311
11220,2023-04-11,1568800.0,B146,31620.0,118,1209,0,0,0,1499,0.0,8,0,0,0,0,0,48208.988448228745
11221,2023-02-24,535400.0,8212,31200.0,555,30,4,102,5,0,57.24,4,0,1,1,0,0,16452.761610901114
11222,2023-07-04,724800.0,2941,31300.0,555,110,3,62,3,0,0.0,3,0,1,1,0,0,22272.995172919553
11223,2023-11-30,1737840.0,6340,31300.0,555,828,0,0,0,0,0.0,2,1,0,0,0,0,53403.56226725512
11224,2023-07-06,388000.0,5308,31300.0,555,26,2,63,3,0,63.56,2,0,1,1,0,0,11923.181742677687
11225,2023-04-19,605700.0,0473,31130.0,44,76,3,59,4,0,0.0,3,0,1,1,0,0,18613.07005551514
11226,2023-12-08,255720.0,B102,31460.0,106,1245,0,0,0,134,0.0,1,0,0,0,0,0,7858.237204220457
11227,2023-04-19,430000.0,0472,31130.0,44,286,2,67,3,0,67.48,2,0,1,1,0,0,13213.835436472691
11228,2023-02-03,630000.0,8149,31200.0,555,761,3,72,3,0,0.0,3,0,1,1,0,0,19359.80540692511
11229,2023-09-22,1140000.0,1234,31250.0,451,82,0,128,5,2000,0.0,4,0,0,1,1,1,35032.02883157877
11230,2023-06-12,613350.0,2175,31200.0,555,394,3,69,3,0,0.0,3,0,1,1,0,0,18848.153406884943
11231,2023-09-06,441642.0,1339,31200.0,555,522,2,85,4,0,84.76,2,0,1,1,0,0,13571.592348452728
11232,2023-06-29,125000.0,4434,31400.0,555,215,1,0,0,0,0.0,1,0,0,1,0,0,3841.231231532759
11233,2023-03-09,300000.0,2238,31500.0,555,181,2,46,2,0,0.0,2,0,1,1,0,0,9218.954955678622
11234,2023-09-13,740000.0,5508,31500.0,555,184,0,95,5,755,0.0,2,0,0,0,0,1,22740.08889067394
11235,2023-06-02,360000.0,5052,31300.0,555,537,4,68,4,0,0.0,2,0,1,1,0,0,11062.745946814348
11236,2023-08-03,442461.62,0070,31250.0,451,244,6,121,6,0,62.23,6,0,1,1,0,0,13596.779147988638
11237,2023-09-22,450000.0,1260,31600.0,395,419,9,62,3,0,0.0,3,0,1,1,0,0,13828.432433517932
11238,2023-10-12,426800.0,2917,31200.0,555,509,0,85,4,169,0.0,2,0,0,1,0,1,13115.499916945453
11239,2023-10-12,473430.0,2916,31200.0,555,92,0,60,3,1016,0.0,2,0,0,1,0,1,14548.432815556434
11240,2023-11-29,288900.0,3853,31200.0,555,966,0,110,5,368,0.0,1,0,0,0,0,1,8877.853622318515
11241,2023-04-28,1297200.0,B065,31380.0,459,804,0,114,4,0,0.0,3,0,0,1,0,1,39862.76122835436
11242,2023-04-28,168000.0,B059,31470.0,499,1151,0,0,0,351,0.0,4,0,0,0,0,0,5162.614775180029
11243,2023-09-06,349140.0,1349,31770.0,149,378,2,68,3,0,0.0,2,0,1,1,0,0,10729.019777418782
11244,2023-04-28,815000.0,B057,31210.0,197,46,0,126,4,7057,0.0,5,0,0,0,0,1,25044.827629593594
11245,2023-11-28,251100.0,2476,31000.0,555,175,4,25,1,0,23.85,2,0,1,1,0,0,7716.265297903007
11246,2023-07-04,0.0,0300,31150.0,182,143,0,0,0,1708,0.0,2,0,0,0,0,0,0.0
11247,2023-06-26,253950.0,0661,31130.0,44,303,1,0,0,0,0.0,1,0,0,1,0,0,7803.845369981954
11248,2023-07-25,82000.0,0400,31590.0,573,821,0,0,0,646,0.0,1,0,0,0,0,0,2519.8476878854904
11249,2023-08-24,265000.0,0159,31120.0,458,6,0,120,5,135,0.0,1,0,0,0,0,1,8143.410210849451
11250,2023-09-26,155650.0,6416,31000.0,555,167,1,25,1,0,0.0,1,0,1,0,0,0,4783.101129504592
11251,2023-08-03,375000.0,0090,31800.0,247,274,0,120,5,336,0.0,3,0,0,1,0,1,11523.693694598278
11252,2023-08-24,423400.0,0150,31150.0,91,313,0,90,6,656,0.0,1,0,0,0,0,1,13011.018427447763
11253,2023-04-28,381.0,B052,31260.0,591,154,0,0,0,2000,0.0,1,0,0,0,0,0,11.70807279371185
11254,2023-08-24,210000.0,0152,31700.0,150,183,1,64,3,0,64.97,1,0,0,0,0,1,6453.268468975036
11255,2023-04-28,1500000.0,B055,31240.0,561,18,0,0,0,5000,0.0,1,0,0,0,0,0,46094.77477839311
11256,2023-02-21,535800.0,4560,31300.0,555,46,4,58,4,0,59.59,2,0,1,1,0,0,16465.05355084202
11257,2023-04-28,452400.0,B049,31600.0,395,242,2,0,0,0,0.0,2,1,0,0,0,0,13902.184073163364
11258,2023-08-03,173530.0,0056,31820.0,417,493,2,78,4,0,71.03,1,0,1,0,0,0,5332.550844863038
11259,2023-04-28,1000.0,B046,31260.0,554,230,0,0,0,1025,0.0,1,0,0,0,0,0,30.729849852262078
11260,2023-03-13,570000.0,0009,31150.0,205,189,3,83,4,0,83.07,3,0,1,1,0,0,17516.014415789385
11261,2023-02-24,1392360.0,8260,31500.0,555,462,5,107,5,0,104.05,3,0,1,1,0,0,42787.01374029563
11262,2023-04-19,631800.0,0412,31770.0,149,474,0,86,4,141,0.0,2,0,0,0,0,1,19415.119136659177
11263,2023-08-24,540000.0,0125,31140.0,22,394,0,195,2,432,0.0,2,0,0,0,1,1,16594.11892022152
11264,2023-04-11,100.0,B104,31340.0,584,881,0,0,0,922,0.0,1,0,0,0,0,0,3.0729849852262077
11265,2023-06-12,345000.0,2124,31200.0,555,208,0,80,5,292,0.0,1,0,0,0,0,1,10601.798199030416
11266,2023-08-24,562000.0,0124,31810.0,574,1916,0,110,3,1410,0.0,2,0,0,1,0,1,17270.175616971286
11267,2023-08-24,399900.0,0120,31140.0,282,49,3,39,2,0,0.0,3,0,1,1,0,0,12288.866955919604
11268,2023-11-15,320500.0,7916,31400.0,555,581,1,0,0,0,0.0,1,0,0,1,0,0,9848.916877649996
11269,2023-04-28,75000.0,B038,31260.0,554,97,0,0,0,6430,0.0,3,0,0,0,0,0,2304.7387389196556
11270,2023-08-03,360000.0,0067,31770.0,149,322,0,94,4,467,0.0,1,0,0,0,0,1,11062.745946814348
11271,2023-04-20,401700.0,5396,31500.0,555,355,5,65,3,0,0.0,3,0,1,1,0,0,12344.180685653675
11272,2023-04-28,1500.0,B036,31440.0,17,1143,0,0,0,536,0.0,1,0,0,0,0,0,46.09477477839311
11273,2023-08-03,833840.0,0066,31190.0,33,129,0,133,5,1734,0.0,2,0,0,1,0,1,25623.778000810213
11274,2023-02-16,310000.0,0472,31130.0,44,382,2,42,2,0,41.87,2,0,1,1,0,0,9526.253454201244
11275,2023-02-21,76000.0,4586,31400.0,555,30,1,19,1,0,0.0,1,0,1,0,0,0,2335.4685887719174
11276,2023-04-21,1126500.0,0580,31500.0,555,636,0,135,4,634,0.0,1,0,0,0,0,1,34617.17585857323
11277,2023-06-23,1446250.0,7988,31100.0,555,636,7,64,3,13,63.42,5,0,1,1,0,0,44443.04534883403
11278,2023-05-30,276000.0,8436,31500.0,555,26,2,35,2,0,34.25,2,0,1,1,0,0,8481.438559224332
11279,2023-12-14,1520000.0,5080,31000.0,555,470,4,100,4,0,100.9,4,0,1,1,0,0,46709.371775438354
11280,2023-02-25,79200.0,B041,31440.0,85,535,0,0,0,756,0.0,3,0,0,0,0,0,2433.8041082991563
11281,2023-03-13,200000.0,0027,31310.0,455,1694,0,220,8,172,0.0,2,0,1,0,0,0,6145.969970452415
11282,2023-06-14,49400.0,7108,31300.0,555,274,0,0,0,247,0.0,3,0,0,0,0,0,1518.0545827017465
11283,2023-06-14,92820.0,B108,31450.0,48,6,0,0,0,35230,0.0,2,0,0,0,0,0,2852.344663286966
11284,2023-03-13,1275000.0,0025,31330.0,232,33,0,163,9,3627,0.0,4,0,0,1,0,1,39180.55856163415
11285,2023-03-13,444472.0,0023,31260.0,336,427,0,124,7,440,0.0,3,0,0,1,0,1,13658.55782353463
11286,2023-06-01,4650000.0,6288,31000.0,555,268,9,225,6,0,223.32,5,0,1,1,0,0,142893.80181301865
11287,2023-06-14,190000.0,B106,31160.0,236,154,0,76,3,770,0.0,2,0,0,0,0,1,5838.671471929794
11288,2023-03-14,576900.0,1408,31300.0,555,393,5,56,3,0,0.0,3,0,1,1,0,0,17728.05037976999
11289,2023-02-25,205000.0,B045,31370.0,65,1578,0,0,0,134,0.0,1,1,0,0,0,0,6299.619219713725
11290,2023-05-16,428640.0,8804,31100.0,555,20,0,64,4,264,0.0,2,0,0,0,0,1,13172.042840673617
11291,2023-09-08,241000.0,1690,31170.0,557,1448,2,78,2,0,31.63,2,0,1,0,1,0,7405.89381439516
11292,2023-01-12,457576.0,5252,31100.0,555,155,0,45,0,436,0.0,1,0,0,0,1,0,14061.241775998675
11293,2023-01-12,457576.0,5253,31100.0,555,157,0,0,0,11,0.0,1,0,0,0,0,0,14061.241775998675
11294,2023-05-31,497500.0,B188,31250.0,451,224,0,134,3,3075,0.0,9,0,0,0,0,1,15288.10030150038
11295,2023-03-13,60000.0,0017,31540.0,491,810,0,0,0,142,0.0,1,0,0,0,0,0,1843.7909911357247
11296,2023-08-03,890420.0,0040,31650.0,284,355,0,104,4,2020,0.0,2,0,0,1,0,1,27362.4729054512
11297,2023-03-13,311840.0,0011,31490.0,291,110,2,61,3,0,61.59,2,0,1,1,0,0,9582.796377929406
11298,2023-10-24,132000.0,2400,31830.0,424,334,0,50,2,299,0.0,1,0,0,0,0,1,4056.3401804985942
11299,2023-07-07,17000.0,4008,31000.0,555,92,1,0,0,0,0.0,1,0,0,1,0,0,522.4074474884553
11300,2023-05-09,444000.0,4652,31500.0,555,150,2,66,3,0,0.0,2,0,1,1,0,0,13644.053334404363
11301,2023-09-29,1161000.0,1744,31600.0,395,133,3,120,4,1360,0.0,6,1,0,0,0,1,35677.35567847627
11302,2023-09-29,300000.0,1748,31300.0,555,96,0,93,5,215,0.0,1,0,0,0,0,1,9218.954955678622
11303,2023-01-13,396000.0,6605,31300.0,555,151,4,82,5,0,81.67,2,0,1,1,0,0,12169.020541495784
11304,2023-09-06,401400.0,1317,31600.0,395,65,3,61,3,0,61.57,3,0,1,1,0,0,12334.961730697996
11305,2023-08-03,1038900.0,0019,31700.0,69,368,9,103,5,0,0.0,3,0,1,1,0,0,31925.24101151507
11306,2023-03-13,301600.0,0047,31700.0,150,298,4,65,3,0,65.81,2,0,1,1,0,0,9268.122715442243
11307,2023-03-13,412167.0,0046,31700.0,150,611,9,31,3,0,0.0,3,0,1,1,0,0,12665.8300240573
11308,2023-04-21,310000.0,0567,31130.0,44,27,5,112,0,0,111.1,1,0,0,0,1,0,9526.253454201244
11309,2023-03-13,96000.0,0041,31620.0,202,2653,0,0,0,726,0.0,1,0,0,0,0,0,2950.065585817159
11310,2023-08-03,4805710.0,2670,31170.0,557,572,0,142,8,4989,0.0,12,0,0,1,0,1,147678.7467335144
11311,2023-08-30,886500.0,5576,31400.0,555,62,5,125,5,0,0.0,3,0,1,1,0,0,27242.01189403033
11312,2023-07-07,500000.0,4020,31400.0,555,61,2,70,4,0,0.0,2,0,1,1,0,0,15364.924926131036
11313,2023-06-21,317000.0,0300,31770.0,149,210,0,106,6,535,0.0,1,0,0,0,0,1,9741.362403167077
11314,2023-11-02,76000.0,4434,31400.0,555,322,1,21,1,0,0.0,1,0,1,0,0,0,2335.4685887719174
11315,2023-11-16,620000.0,0590,31130.0,44,454,0,0,0,144,0.0,2,0,0,0,0,0,19052.506908402487
11316,2023-08-03,147000.0,0025,31530.0,89,750,0,0,0,608,0.0,1,0,0,0,0,0,4517.287928282525
11317,2023-08-03,122500.0,0024,31140.0,282,182,1,80,4,0,80.21,1,0,0,0,0,1,3764.4066069021046
11318,2023-09-15,413000.0,3204,31500.0,555,360,4,65,3,0,0.0,2,0,1,1,0,0,12691.427988984238
11319,2023-08-03,578000.0,0027,31530.0,507,1505,0,92,4,540,0.0,2,0,0,0,0,1,17761.85321460748
11320,2023-03-13,243250.0,0031,31810.0,572,889,0,80,4,293,0.0,1,0,0,0,0,1,7475.03597656275
11321,2023-06-02,21268.0,5016,31200.0,555,427,0,0,0,409,0.0,1,0,0,0,0,0,653.5624466579098
11322,2023-06-16,369000.0,1155,31800.0,483,16,5,72,4,0,0.0,3,0,1,1,0,0,11339.314595484706
11323,2023-07-10,504000.0,5768,31400.0,555,449,5,56,3,0,0.0,3,0,1,1,0,0,15487.844325540085
11324,2023-05-23,157000.0,6880,31200.0,555,220,1,21,0,0,0.0,1,0,0,0,1,0,4824.5864268051455
11325,2023-02-13,170476.2,7728,31000.0,555,261,1,35,2,0,0.0,1,0,1,0,0,0,5238.708029384201
11326,2023-06-21,115000.0,0328,31190.0,33,300,0,66,3,200,0.0,1,0,0,0,0,1,3533.9327330101387
