,date_mutation,valeur_fonciere,code_voie,code_postal,code_com,no_plan,nb_lot,surface_reel_bati,nb_piece_prin,surf_terrain,tt_surf_carez,vente,vente_etat_futur_achev,appartement,dependance,local_indus_com,maison,PE
221,2023-12-27,193000.0,0428,31000.0,555,837,1,30,2,0,30.95,1,0,1,0,0,0,5930.861021486581
222,2023-05-20,1065000.0,B062,31220.0,425,897,0,0,0,530,0.0,3,0,0,0,0,0,32727.290092659106
223,2023-07-12,290000.0,5096,31200.0,555,417,2,63,3,0,0.0,2,0,1,1,0,0,8911.656457156003
224,2023-01-19,738600.0,2600,31170.0,557,43,9,70,3,0,71.4,3,0,1,1,0,0,22697.067100880766
225,2023-02-09,324000.0,0620,31200.0,555,204,5,78,4,0,0.0,3,0,1,1,0,0,9956.471352132912
226,2023-09-28,9000.0,B021,31210.0,158,145,0,0,0,5628,0.0,1,0,0,0,0,0,276.56864867035864
227,2023-09-28,960003.0,B026,31840.0,541,409,3,110,4,861,0.0,6,1,0,0,0,1,29500.748047721147
228,2023-09-28,20666.0,B025,31560.0,495,42,0,0,0,2035,0.0,1,0,0,0,0,0,635.0630770468481
229,2023-08-26,30200.0,B024,31250.0,569,58,0,0,0,1002,0.0,1,0,0,0,0,0,928.0414655383147
230,2023-12-21,335000.0,0019,31260.0,336,141,0,87,5,1728,0.0,2,0,0,1,0,1,10294.499700507795
231,2023-03-03,214000.0,0080,31140.0,467,279,2,0,0,0,0.0,2,1,0,0,0,0,6576.187868384085
232,2023-05-15,960000.0,6993,31500.0,555,348,5,99,5,0,0.0,3,0,1,1,0,0,29500.655858171594
233,2023-06-22,557202.0,B077,31290.0,210,903,0,87,4,656,0.0,2,0,0,0,0,1,17122.733797380133
234,2023-12-21,387000.0,0016,31450.0,57,714,2,0,0,0,0.0,2,1,0,0,0,0,11892.451892825424
235,2023-06-22,9500.0,B071,31310.0,365,31,0,0,0,2999,0.0,1,0,0,0,0,0,291.9335735964897
236,2023-02-09,628000.0,0615,31250.0,451,281,0,172,7,1904,0.0,2,0,0,1,0,1,19298.345707220582
237,2023-11-21,2000000.0,2828,31000.0,555,126,0,0,0,0,0.0,2,0,0,0,0,0,61459.699704524144
238,2023-12-21,378000.0,0012,31530.0,297,925,0,0,0,406,0.0,3,0,0,0,0,0,11615.883244155066
239,2023-12-21,360000.0,0014,31250.0,451,41,0,240,7,1923,0.0,3,0,0,1,0,1,11062.745946814348
240,2023-02-09,224990.0,0611,31170.0,557,1180,0,82,4,162,0.0,1,0,0,0,0,1,6913.908918260444
241,2023-12-21,126480.0,0010,31810.0,574,1302,2,53,0,0,43.75,2,0,0,0,1,0,3886.7114093141067
242,2023-09-28,8.0,B010,31430.0,122,449,0,0,0,1474,0.0,2,0,0,0,0,0,0.24583879881809662
243,2023-07-18,206000.0,5485,31200.0,555,260,2,40,2,0,40.5,2,0,1,1,0,0,6330.3490695659875
244,2023-09-28,139000.0,B015,31860.0,421,113,0,0,0,521,0.0,1,0,0,0,0,0,4271.449129464428
245,2023-09-28,430000.0,B014,31190.0,173,616,0,108,3,1380,0.0,2,0,0,0,0,1,13213.835436472691
246,2023-06-30,182500.0,2939,31400.0,555,217,1,64,3,0,0.0,1,0,1,0,0,0,5608.197598037828
247,2023-09-28,70000.0,B017,31440.0,471,627,0,0,0,2055,0.0,2,0,0,0,0,0,2151.089489658345
248,2023-09-06,460000.0,3104,31200.0,555,83,4,98,4,0,97.94,2,0,1,1,0,0,14135.730932040555
249,2023-09-28,2978.0,B019,31280.0,355,129,0,0,0,6400,0.0,8,0,0,0,0,0,91.51349286003645
250,2023-11-14,13800.0,8336,31200.0,555,398,1,0,0,0,20.0,1,0,0,1,0,0,424.0719279612166
251,2023-01-13,920000.0,4816,31400.0,555,436,7,69,3,0,0.0,4,0,1,1,0,0,28271.46186408111
252,2023-12-27,1686000.0,0446,31700.0,69,14,0,137,5,2393,0.0,3,0,0,1,0,1,51810.526850913855
253,2023-12-26,327600.0,1692,31500.0,555,254,4,56,3,0,0.0,2,0,1,1,0,0,10067.098811601056
254,2023-10-24,673700.0,1980,31500.0,555,47,3,0,0,0,0.0,3,1,0,0,0,0,20702.69984546896
255,2023-06-22,1057650.0,B089,31600.0,299,1755,0,0,0,69,0.0,3,0,0,0,0,0,32501.425696244987
256,2023-03-17,732000.0,4702,31500.0,555,182,2,0,0,0,0.0,2,1,0,0,0,0,22494.250091855836
257,2023-06-22,2000.0,B088,31360.0,457,470,0,0,0,258,0.0,1,0,0,0,0,0,61.459699704524155
258,2023-12-21,164000.0,0006,31590.0,573,96,1,63,3,0,65.76,1,0,1,0,0,0,5039.695375770981
259,2023-06-22,220730.0,B085,31310.0,365,533,0,0,0,132499,0.0,19,0,0,0,0,0,6782.999757889808
260,2023-10-05,315000.0,5376,31400.0,555,43,5,43,2,0,0.0,3,0,1,1,0,0,9679.902703462554
261,2023-12-21,390000.0,2664,31500.0,555,185,0,0,0,144,0.0,1,0,0,0,0,0,11984.64144238221
262,2023-12-21,176300.0,0003,31620.0,79,147,0,0,0,69,0.0,1,0,0,1,0,0,5417.672528953804
263,2023-03-23,744000.0,8867,31500.0,555,271,5,48,3,0,0.0,3,0,1,1,0,0,22863.008290082988
264,2023-02-21,381750.0,8983,31100.0,555,184,5,50,2,0,0.0,3,0,1,1,0,0,11731.120181101047
265,2023-06-22,1164320.0,7096,31200.0,555,408,5,0,0,0,0.0,5,1,0,0,0,0,35779.378779985775
266,2023-12-21,116568.0,0080,31160.0,550,365,0,114,3,107,0.0,1,0,0,0,0,1,3582.1171375784857
267,2023-09-28,418000.0,B002,31700.0,56,218,2,0,0,0,0.0,2,1,0,0,0,0,12845.077238245547
268,2023-09-28,18000.0,B003,31210.0,158,56,0,0,0,4851,0.0,2,0,0,0,0,0,553.1372973407173
269,2023-06-09,519000.0,0055,31240.0,561,10,2,116,5,206,0.0,3,0,1,1,0,1,15948.792073324015
270,2023-09-28,25000.0,B008,31510.0,542,506,0,0,0,11571,0.0,5,0,0,0,0,0,768.2462463065518
271,2023-06-22,120000.0,B010,31470.0,466,184,0,0,0,5978,0.0,3,0,0,0,0,0,3687.5819822714493
272,2023-06-22,500000.0,B012,31570.0,82,138,0,122,6,7183,0.0,2,0,0,0,0,1,15364.924926131036
273,2023-04-07,756400.0,0115,31860.0,421,57,0,149,5,2036,0.0,2,0,0,1,0,1,23244.058428251035
274,2023-03-16,4000.0,3380,31300.0,555,283,1,0,0,0,0.0,1,0,0,1,0,0,122.91939940904831
275,2023-08-26,17220.0,B081,31340.0,584,239,0,0,0,2384,0.0,2,0,0,0,0,0,529.1680144559529
276,2023-02-21,240000.0,8912,31200.0,555,243,2,57,3,0,57.44,2,0,1,1,0,0,7375.163964542899
277,2023-06-22,1400.0,B019,31580.0,305,936,0,0,0,3309,0.0,2,0,0,0,0,0,43.02178979316691
278,2023-04-07,678000.0,0119,31590.0,573,839,0,89,3,1448,0.0,2,0,0,1,0,1,20834.838199833684
279,2023-06-22,196000.0,B015,31460.0,441,618,0,0,0,806,0.0,2,0,0,0,0,0,6023.050571043366
280,2023-12-21,1010000.0,0070,31150.0,91,61,1,200,10,4086,0.0,5,0,0,1,0,1,31037.148350784693
281,2023-12-21,159546.0,0072,31770.0,149,87,2,71,3,30,0.0,3,0,1,1,0,0,4902.824624529005
282,2023-02-03,341770.0,0232,31190.0,33,136,0,148,6,952,0.0,1,0,0,0,0,1,10502.540784007608
283,2023-06-30,190000.0,2916,31200.0,555,536,2,51,2,0,50.78,2,0,1,1,0,0,5838.671471929794
284,2023-06-09,1000.0,0043,31210.0,224,1110,0,65,4,272,0.0,1,0,0,0,0,1,30.729849852262078
285,2023-04-07,155000.0,0130,31220.0,324,1354,0,450,0,2607,0.0,1,0,0,0,1,0,4763.126727100622
286,2023-12-19,47500.0,B151,31250.0,451,687,0,0,0,645,0.0,1,0,0,0,0,0,1459.6678679824486
287,2023-06-22,75000.0,B021,31380.0,212,2205,0,0,0,254,0.0,1,0,0,0,0,0,2304.7387389196556
288,2023-08-28,241889.0,B206,31600.0,395,226,0,0,0,19650,0.0,1,0,0,0,0,0,7433.212650913822
289,2023-04-07,320750.0,0126,31120.0,458,243,0,100,5,512,0.0,1,0,0,0,0,1,9856.59934011306
290,2023-09-29,538000.0,8336,31200.0,555,49,2,0,0,0,0.0,2,1,0,0,0,0,16532.659220516995
291,2023-04-07,1431300.0,0125,31860.0,421,32,9,114,5,0,65.43,9,1,1,1,0,0,43983.63409354271
292,2023-04-07,620000.0,0122,31450.0,381,677,0,408,4,697,0.0,5,0,0,0,1,1,19052.506908402487
293,2023-01-24,310000.0,5408,31200.0,555,122,2,41,2,0,0.0,2,0,1,1,0,0,9526.253454201244
294,2023-12-21,58000.0,0065,31320.0,35,486,1,18,1,0,17.63,1,0,1,0,0,0,1782.3312914312007
295,2023-02-03,231800.0,2888,31200.0,555,297,2,44,2,0,43.05,2,0,1,1,0,0,7123.17919575435
296,2023-11-02,126000.0,6267,31100.0,555,5,3,81,0,0,56.94,3,0,0,0,1,0,3871.9610813850213
297,2023-12-19,50000.0,B149,31340.0,584,1108,0,0,0,414,0.0,1,0,0,0,0,0,1536.4924926131037
298,2023-03-15,498000.0,4554,31300.0,555,331,4,45,2,0,53.49,2,0,1,1,0,0,15303.465226426515
299,2023-01-13,332450.0,2201,31100.0,555,220,0,115,5,562,0.0,1,0,0,0,0,1,10216.138583384527
300,2023-02-09,880000.0,0660,31650.0,506,222,4,92,4,0,68.53,4,0,1,1,0,0,27042.267869990625
301,2023-08-02,588350.0,3076,31000.0,555,339,4,49,3,0,51.66,2,0,1,1,0,0,18079.907160578394
302,2023-08-22,872376.0,0860,31780.0,116,136,3,0,0,0,0.0,3,1,0,0,0,0,26807.98349471698
303,2023-06-09,155000.0,0074,31470.0,188,90,0,0,0,1190,0.0,1,0,0,0,0,0,4763.126727100622
304,2023-06-27,2260000.0,8672,31500.0,555,67,0,196,5,830,0.0,2,0,0,1,0,1,69449.4606661123
305,2023-06-09,1023794.0,0073,31570.0,271,781,0,131,5,1736,0.0,2,0,0,1,0,1,31461.0358996468
306,2023-08-07,537000.0,2045,31170.0,557,4,3,60,3,0,0.0,3,0,1,1,0,0,16501.929370664733
307,2023-06-22,30000.0,B034,31350.0,479,176,0,0,0,52071,0.0,5,0,0,0,0,0,921.8954955678623
308,2023-12-21,390000.0,0059,31280.0,163,10,0,120,5,2516,0.0,2,0,0,1,0,1,11984.64144238221
309,2023-06-09,173800.0,0067,31220.0,153,900,0,90,4,697,0.0,1,0,0,0,0,1,5340.847904323148
310,2023-04-20,180000.0,B107,31620.0,202,1257,0,0,0,2790,0.0,1,0,0,0,0,0,5531.372973407174
311,2023-04-20,182672.4,B108,31380.0,358,569,0,0,0,150,0.0,1,0,0,0,0,0,5613.495424152359
312,2023-02-09,433520.0,0654,31700.0,69,656,2,46,0,0,34.13,2,0,0,0,1,0,13322.004507952655
313,2023-06-22,332000.0,B038,31600.0,475,2795,0,0,0,2977,0.0,5,0,0,0,0,0,10202.310150951009
314,2023-02-03,480000.0,0212,31220.0,135,489,0,238,8,400,0.0,4,0,1,0,1,0,14750.327929085797
315,2023-04-07,739336.0,2772,31100.0,555,388,0,89,5,638,0.0,2,0,0,1,0,1,22719.684270372032
316,2023-06-09,1056860.0,0066,31280.0,163,32,0,227,9,2878,0.0,3,0,0,1,0,1,32477.149114861695
317,2023-06-09,500000.0,0060,31450.0,48,497,0,210,10,2350,0.0,2,0,0,0,0,1,15364.924926131036
318,2023-02-08,412500.0,1940,31200.0,555,352,2,59,3,0,58.63,2,0,1,1,0,0,12676.063064058106
319,2023-06-27,348000.0,8658,31100.0,555,91,6,66,3,0,73.61,3,0,1,1,0,0,10693.987748587202
320,2023-12-21,352600.0,0049,31620.0,79,146,0,56,4,94,0.0,2,0,0,0,0,1,10835.345057907609
321,2023-06-22,15000.0,B041,31320.0,113,29,0,0,0,8322,0.0,1,0,0,0,0,0,460.94774778393116
322,2023-12-21,118000.0,0045,31250.0,451,366,0,62,3,298,0.0,1,0,0,0,0,1,3626.122282566925
323,2023-12-21,52000.0,0040,31400.0,555,337,0,0,0,33,0.0,1,0,0,0,0,0,1597.9521923176278
324,2023-06-22,578648.0,B047,31580.0,276,70,0,0,0,214770,0.0,13,0,0,1,0,0,17781.766157311748
325,2023-12-28,1017000.0,1820,31170.0,557,582,3,0,0,0,0.0,3,1,0,0,0,0,31252.25729975053
326,2023-06-22,95790.0,7052,31400.0,555,72,1,17,1,0,0.0,1,0,1,0,0,0,2943.612317348184
327,2023-12-21,420000.0,0042,31620.0,79,914,0,170,8,3338,0.0,2,0,0,0,0,1,12906.536937950072
328,2023-03-03,403000.0,0019,31700.0,69,291,4,67,3,0,0.0,2,0,1,1,0,0,12384.129490461617
329,2023-06-09,174630.0,0010,31110.0,500,479,3,25,2,0,25.22,3,0,1,1,0,0,5366.353679700526
330,2023-10-27,310440.0,0896,31100.0,555,30,3,43,2,0,40.09,3,0,1,1,0,0,9539.774588136239
331,2023-03-03,320850.0,0010,31330.0,473,81,3,65,3,0,57.93,3,0,1,1,0,0,9859.672325098289
332,2023-04-19,110600.0,2264,31400.0,555,398,1,33,2,0,28.04,1,0,1,0,0,0,3398.7213936601856
333,2023-05-25,93100.0,6104,31100.0,555,158,1,66,4,0,0.0,1,0,1,0,0,0,2860.949021245599
334,2023-11-17,1.0,B244,31770.0,149,111,0,0,0,604,0.0,1,0,0,0,0,0,0.030729849852262077
335,2023-03-06,687000.0,1538,31500.0,555,191,3,99,5,0,100.3,3,0,1,1,0,0,21111.406848504048
336,2023-01-19,400000.0,0013,31700.0,351,535,6,45,2,0,45.03,4,0,1,1,0,0,12291.93994090483
337,2023-03-09,190000.0,0424,31200.0,555,513,4,39,2,0,0.0,2,0,1,1,0,0,5838.671471929794
338,2023-07-12,7050000.0,5000,31000.0,555,137,13,247,7,0,241.0,5,0,1,1,0,0,216645.4414584476
339,2023-01-19,1486300.0,0010,31380.0,358,671,0,142,7,2232,0.0,4,0,0,1,0,1,45673.775835417124
340,2023-01-19,1520037.0,0011,31140.0,410,64,0,105,4,4500,0.0,3,0,0,1,0,1,46710.50877988289
341,2023-07-12,200000.0,5008,31200.0,555,688,2,43,2,0,0.0,2,0,1,1,0,0,6145.969970452415
342,2023-03-03,1594800.0,0020,31190.0,442,415,0,272,10,3820,0.0,4,0,0,1,0,1,49007.964544387556
343,2023-03-16,237480.0,5920,31200.0,555,141,1,0,0,0,0.0,1,1,0,0,0,0,7297.724742915198
344,2023-06-14,500000.0,5396,31500.0,555,16,2,0,0,0,0.0,2,1,0,0,0,0,15364.924926131036
345,2023-03-03,120000.0,0025,31370.0,423,333,0,90,3,267,0.0,1,0,0,0,0,1,3687.5819822714493
346,2023-12-01,715000.0,B273,31310.0,375,256,0,0,0,130686,0.0,13,0,0,0,0,0,21971.842644367385
347,2023-04-28,115000.0,5241,31100.0,555,320,0,0,0,371,0.0,1,0,0,0,0,0,3533.9327330101387
348,2023-10-27,968000.0,0893,31650.0,506,148,0,170,7,1342,0.0,2,0,0,1,0,1,29746.49465698969
349,2023-01-19,155000.0,0009,31790.0,490,103,0,70,2,109,0.0,1,0,0,0,0,1,4763.126727100622
350,2023-01-19,420300.0,0005,31190.0,345,1131,0,108,3,312,0.0,2,0,0,1,0,1,12915.75589290575
351,2023-02-09,800000.0,0689,31120.0,433,336,0,0,0,1482,0.0,2,0,0,0,0,0,24583.87988180966
352,2023-02-03,168000.0,0280,31110.0,42,231,3,67,3,0,0.0,1,0,1,0,0,0,5162.614775180029
353,2023-01-19,190000.0,0026,31480.0,234,780,0,0,0,0,0.0,1,0,0,1,0,0,5838.671471929794
354,2023-02-03,7500.0,0263,31600.0,395,131,1,0,0,0,0.0,1,0,0,1,0,0,230.47387389196558
355,2023-06-09,1233000.0,0032,31700.0,351,631,0,100,4,2300,0.0,5,0,0,1,0,1,37889.90486783914
356,2023-06-09,420000.0,0030,31240.0,488,49,3,58,3,0,56.92,3,0,1,1,0,0,12906.536937950072
357,2023-05-09,309000.0,0255,31880.0,526,859,3,44,2,0,0.0,3,0,1,1,0,0,9495.523604348982
358,2023-11-30,230000.0,3236,31200.0,555,478,0,0,0,588,0.0,1,0,0,0,0,0,7067.865466020277
359,2023-06-09,666000.0,0026,31600.0,475,840,0,100,4,2262,0.0,3,0,0,1,0,1,20466.080001606544
360,2023-01-19,1024000.0,0034,31240.0,488,50,0,190,7,1578,0.0,2,0,0,1,0,1,31467.366248716367
361,2023-02-03,2.0,0257,31410.0,287,99,0,0,0,34,0.0,2,0,0,0,0,0,0.061459699704524154
362,2023-03-03,65000.0,0007,31210.0,13,260,0,0,0,758,0.0,1,0,0,0,0,0,1997.4402403970348
363,2023-01-19,112000.0,0037,31130.0,44,257,1,0,0,0,0.0,1,0,0,1,0,0,3441.7431834533522
364,2023-01-03,114000.0,0280,31110.0,42,231,1,45,2,0,47.35,1,0,1,0,0,0,3503.202883157877
365,2023-01-19,1708500.0,0031,31410.0,287,164,0,92,4,904,0.0,5,0,0,1,0,1,52501.94847258976
366,2023-02-03,330000.0,0255,31320.0,113,23,5,47,2,0,0.0,3,0,1,1,0,0,10140.850451246484
367,2023-03-03,1887200.0,0001,31530.0,89,759,0,328,12,6000,0.0,7,0,0,1,1,1,57993.372641188995
368,2023-05-25,600000.0,8740,31500.0,555,64,0,75,4,382,0.0,2,0,0,1,0,1,18437.909911357245
369,2023-06-09,118000.0,0021,31190.0,345,250,0,0,0,2078,0.0,2,0,0,0,0,0,3626.122282566925
370,2023-08-26,43050.0,B096,31340.0,584,150,0,0,0,22715,0.0,5,0,0,0,0,0,1322.9200361398823
371,2023-03-03,227400.0,0005,31490.0,88,79,4,43,2,0,0.0,2,0,1,1,0,0,6987.967856404396
372,2023-03-03,76000.0,0003,31460.0,26,661,0,0,0,21,0.0,1,0,0,0,0,0,2335.4685887719174
373,2023-03-03,76000.0,0002,31460.0,26,1417,0,0,0,31,0.0,1,0,0,0,0,0,2335.4685887719174
374,2023-04-19,138500.0,2256,31000.0,555,754,2,22,0,0,25.77,1,0,0,0,1,0,4256.084204538298
375,2023-06-09,287500.0,0016,31450.0,171,294,0,95,5,0,0.0,1,0,0,0,0,1,8834.831832525346
376,2023-01-11,569128.0,4524,31300.0,555,492,4,85,4,0,85.82,2,0,1,1,0,0,17489.21798671821
377,2023-05-25,601220.0,8732,31000.0,555,679,0,104,4,110,0.0,1,0,0,0,0,1,18475.400328177006
378,2023-06-22,1.0,B008,31320.0,340,509,0,0,0,14,0.0,1,0,0,0,0,0,0.030729849852262077
379,2023-06-22,292750.0,B003,31810.0,572,81,0,122,3,2500,0.0,1,0,0,0,0,1,8996.16354424972
380,2023-06-22,1432000.0,B002,31620.0,118,588,0,291,12,6145,0.0,4,0,0,0,0,1,44005.14498843929
381,2023-07-11,533584.0,6277,31500.0,555,204,2,0,0,0,0.0,2,1,0,0,0,0,16396.956203569407
382,2023-01-19,537000.0,0029,31110.0,500,26,3,0,0,0,0.0,3,1,0,0,0,0,16501.929370664733
383,2023-06-22,529200.0,B005,31160.0,11,651,0,117,4,3185,0.0,6,0,0,1,0,1,16262.23654181709
384,2023-12-23,250000.0,0146,31700.0,56,163,0,90,5,251,0.0,1,0,0,0,0,1,7682.462463065518
385,2023-11-27,2844183.0,0667,31470.0,187,92,0,287,7,10143,0.0,3,0,0,1,0,1,87401.3165423563
386,2023-05-09,1091700.0,0240,31370.0,454,482,0,106,3,3780,0.0,3,0,0,1,0,1,33547.77708371451
387,2023-04-19,256000.0,4884,31400.0,555,33,2,53,3,0,53.7,2,0,1,1,0,0,7866.841562179092
388,2023-11-27,274000.0,0664,31320.0,113,62,4,41,2,0,41.28,2,0,1,1,0,0,8419.97885951981
389,2023-04-03,135000.0,2444,31500.0,555,175,4,44,2,0,41.7,2,0,1,1,0,0,4148.52973005538
390,2023-12-21,900000.0,2653,31400.0,555,35,6,166,0,0,114.62,6,0,0,0,1,0,27656.864867035863
391,2023-01-19,250000.0,0059,31860.0,248,249,0,0,0,514,0.0,2,0,0,0,0,0,7682.462463065518
392,2023-03-03,274433.0,0067,31700.0,150,303,0,76,4,236,0.0,1,0,0,0,0,1,8433.284884505838
393,2023-01-19,265000.0,0050,31560.0,100,513,0,100,4,1388,0.0,1,0,0,0,0,1,8143.410210849451
394,2023-02-10,133500.0,3157,31500.0,555,360,1,0,0,0,0.0,1,0,0,1,0,0,4102.434955276987
395,2023-03-16,250000.0,3300,31000.0,555,119,1,42,3,0,0.0,1,0,1,0,0,0,7682.462463065518
396,2023-01-10,345000.0,5789,31200.0,555,305,2,67,3,0,0.0,2,0,1,1,0,0,10601.798199030416
397,2023-03-29,615000.0,6876,31200.0,555,51,7,68,3,0,69.72,3,0,1,1,0,0,18898.857659141173
398,2023-06-06,171628.0,3769,31100.0,555,208,0,63,3,122,0.0,1,0,0,0,0,1,5274.1026704440355
399,2023-02-17,1080000.0,4932,31500.0,555,13,0,88,4,828,0.0,2,0,0,1,0,1,33188.23784044304
400,2023-06-02,209000.0,3256,31400.0,555,46,2,38,3,0,0.0,2,0,1,1,0,0,6422.5386191227735
401,2023-01-27,402000.0,6914,31000.0,555,23,2,40,2,0,38.27,2,0,1,0,0,0,12353.399640609354
402,2023-06-27,2000.0,A095,31520.0,446,229,1,0,0,0,0.0,1,0,0,1,0,0,61.459699704524155
403,2023-04-07,1009100.0,2700,31500.0,555,328,0,60,4,394,0.0,2,0,0,1,0,1,31009.49148591766
404,2023-03-03,1360000.0,0039,31470.0,75,467,0,92,4,9968,0.0,4,0,0,1,0,1,41792.59579907642
405,2023-01-23,330000.0,6656,31200.0,555,371,2,64,4,0,64.21,2,0,1,1,0,0,10140.850451246484
406,2023-01-19,218182.0,0060,31150.0,182,222,2,42,2,0,41.99,2,0,1,1,0,0,6704.700100466243
407,2023-03-03,70000.0,0037,31290.0,485,86,0,0,0,108,0.0,1,0,0,0,0,0,2151.089489658345
408,2023-03-03,708150.0,0036,31600.0,547,162,0,115,4,2056,0.0,2,0,0,1,0,1,21761.343172879388
409,2023-05-09,828000.0,0220,31190.0,33,355,0,155,6,3794,0.0,6,0,1,1,0,0,25444.315677672996
410,2023-11-30,112300.0,3280,31300.0,555,104,1,32,2,0,0.0,1,0,1,0,0,0,3450.962138409031
411,2023-04-06,102900.0,1341,31770.0,149,7,1,71,3,0,0.0,1,0,1,0,0,0,3162.101549797768
412,2023-11-24,360000.0,1772,31500.0,555,25,2,62,3,0,61.05,2,0,1,1,0,0,11062.745946814348
413,2023-01-16,100000.0,1160,31000.0,555,37,2,25,1,0,23.71,2,0,1,1,0,0,3072.9849852262073
414,2023-08-11,274800.0,6052,31500.0,555,7,4,70,3,0,71.45,2,0,1,1,0,0,8444.56273940162
415,2023-09-27,240900.0,8212,31200.0,555,116,1,0,0,0,0.0,1,1,0,0,0,0,7402.820829409934
416,2023-01-19,276000.0,0070,31660.0,66,1536,9,67,3,0,0.0,3,0,1,1,0,0,8481.438559224332
417,2023-03-03,200000.0,0045,31800.0,427,972,0,102,5,2000,0.0,2,0,0,1,0,1,6145.969970452415
418,2023-06-15,378000.0,4140,31100.0,555,72,0,93,3,280,0.0,2,0,0,0,0,1,11615.883244155066
419,2023-12-20,651000.0,1290,31600.0,395,103,0,77,4,2253,0.0,3,0,0,1,0,1,20005.13225382261
420,2023-12-11,451152.0,0896,31100.0,555,71,2,0,0,0,0.0,2,1,0,0,0,0,13863.833220547738
421,2023-03-29,214263.0,6845,31500.0,555,187,0,88,4,163,0.0,1,0,0,0,0,1,6584.26981889523
422,2023-05-09,420000.0,0223,31330.0,232,17,9,67,3,0,64.61,3,0,1,1,0,0,12906.536937950072
423,2023-11-21,492000.0,0210,31120.0,259,2,3,59,2,0,0.0,3,0,1,1,0,0,15119.086127312941
424,2023-04-28,559500.0,5268,31500.0,555,119,5,53,2,0,0.0,3,0,1,1,0,0,17193.35099234063
425,2023-05-09,1137894.0,2888,31200.0,555,422,6,142,7,0,77.35,6,0,1,1,0,0,34967.3117677899
426,2023-05-09,206000.0,0228,31470.0,499,94,0,70,2,87,0.0,1,0,0,0,0,1,6330.3490695659875
427,2023-12-11,358000.0,0890,31600.0,395,163,0,83,4,806,0.0,2,0,0,1,0,1,11001.286247109823
428,2023-11-21,375000.0,0214,31700.0,69,397,0,101,5,529,0.0,1,0,0,0,0,1,11523.693694598278
429,2023-07-26,180000.0,B075,31420.0,28,879,0,0,0,180,0.0,1,0,0,0,0,0,5531.372973407174
430,2023-06-26,351500.0,7428,31300.0,555,195,3,103,4,0,0.0,1,0,1,0,0,0,10801.54222307012
431,2023-07-26,60000.0,B079,31340.0,584,1621,0,0,0,1047,0.0,1,0,0,0,0,0,1843.7909911357247
432,2023-08-28,339450.0,B071,31450.0,366,291,0,0,0,248,0.0,1,0,0,0,0,0,10431.247532350364
433,2023-08-31,410000.0,1411,31400.0,555,203,2,0,0,0,0.0,2,1,0,0,0,0,12599.23843942745
434,2023-05-22,158000.0,B078,31350.0,385,11,0,120,3,644,0.0,2,0,0,0,0,1,4855.316276657408
435,2023-01-09,242000.0,0750,31700.0,69,33,4,42,2,0,0.0,2,0,1,1,0,0,7436.623664247422
436,2023-04-28,2200000.0,7948,31000.0,555,73,2,167,9,0,0.0,2,0,1,0,0,0,67605.66967497657
437,2023-12-07,1486000.0,5308,31300.0,555,13,11,131,6,0,58.9,7,0,1,1,0,0,45664.55688046145
438,2023-04-20,913362.0,B088,31380.0,358,389,0,0,0,102348,0.0,5,0,0,0,0,0,28067.477120761796
439,2023-08-30,290000.0,2444,31500.0,555,175,4,56,3,0,0.0,2,0,1,1,0,0,8911.656457156003
440,2023-08-31,250300.0,1415,31800.0,483,190,2,79,4,0,77.8,2,0,1,1,0,0,7691.681418021198
441,2023-04-20,626000.0,B083,31700.0,69,601,0,96,4,1308,0.0,3,0,0,0,0,1,19236.88600751606
442,2023-11-21,0.0,0064,31120.0,458,202,0,0,0,2821,0.0,5,0,0,0,0,0,0.0
443,2023-05-30,480000.0,0556,31700.0,69,604,5,48,2,0,49.53,3,0,1,1,0,0,14750.327929085797
444,2023-08-11,146000.0,6196,31400.0,555,43,2,19,1,0,0.0,2,0,1,1,0,0,4486.558078430264
445,2023-05-10,407200.0,5096,31200.0,555,716,4,92,5,0,57.0,4,0,1,1,0,0,12513.194859841116
446,2023-05-30,252000.0,0540,31780.0,116,16,0,90,5,460,0.0,1,0,0,0,0,1,7743.922162770043
447,2023-03-02,407000.0,1340,31170.0,557,284,0,109,4,633,0.0,1,0,0,0,0,1,12507.048889870664
448,2023-09-22,280000.0,0800,31250.0,451,222,0,114,8,502,0.0,2,0,0,0,0,1,8604.35795863338
449,2023-08-28,145000.0,B084,31450.0,48,2207,0,0,0,988,0.0,1,0,0,0,0,0,4455.8282285780015
450,2023-10-27,345000.0,0920,31170.0,557,765,0,100,4,754,0.0,1,0,0,0,0,1,10601.798199030416
451,2023-06-08,219600.0,1310,31110.0,42,238,4,21,1,0,0.0,4,0,1,1,0,0,6748.275027556752
452,2023-03-14,633000.0,5716,31000.0,555,27,5,68,4,0,70.14,3,0,1,1,0,0,19451.994956481893
453,2023-11-21,145000.0,0079,31700.0,150,1329,0,0,0,499,0.0,1,0,0,0,0,0,4455.8282285780015
454,2023-10-09,560000.0,5816,31300.0,555,118,7,33,1,0,33.02,4,0,1,1,0,0,17208.71591726676
455,2023-01-26,708000.0,3044,31200.0,555,279,4,82,4,0,76.27,4,0,1,1,0,0,21756.73369540155
456,2023-08-28,90000.0,B086,31470.0,499,3874,0,0,0,310,0.0,1,0,0,0,0,0,2765.686486703587
457,2023-07-26,3550.0,B084,31340.0,77,112,0,0,0,71,0.0,1,0,0,0,0,0,109.09096697553038
